1,5,5,1
2,5,5,2
3,5,5,2
4,5,5,3
5,5,5,1
6,5,5,1
7,5,5,4
8,5,5,3
9,5,5,4
10,5,5,4
11,5,5,4
12,5,5,2
13,5,5,3
14,5,5,3
15,5,5,5
16,5,5,2
17,5,5,3
18,5,5,2
19,5,5,4
20,5,5,2
2,6,6,4
3,6,6,5
4,6,6,6
5,6,6,5
6,6,6,6
7,6,6,5
8,6,6,6
9,6,6,4
10,6,6,4
11,6,6,4
12,6,6,2
13,6,6,1
14,6,6,2
15,6,6,2
16,6,6,4
17,6,6,1
18,6,6,3
19,6,6,3
20,6,6,4
2,5,5,5
3,5,5,5
4,5,5,3
5,5,5,4
6,5,5,1
7,5,5,3
8,5,5,3
9,5,5,4
10,5,5,4
11,5,5,5
12,5,5,2
13,5,5,5
14,5,5,3
15,5,5,2
16,5,5,4
17,5,5,2
18,5,5,4
19,5,5,3
20,5,5,3
21,5,5,3
22,5,5,4
23,5,5,2
24,5,5,3
25,5,5,5
26,5,5,1
27,5,5,2
28,5,5,2
29,5,5,4
30,5,5,3
31,5,5,1
32,5,5,2
33,5,5,4
34,5,5,3
35,5,5,2
36,5,5,5
37,5,5,5
38,5,5,1
39,5,5,2
40,5,5,4
41,5,5,1
42,5,5,2
43,5,5,2
44,5,5,4
45,5,5,4
46,5,5,2
47,5,5,3
48,5,5,5
49,5,5,5
50,5,5,4
51,5,5,3
52,5,5,1
53,5,5,2
54,5,5,5
55,5,5,1
56,5,5,4
57,5,5,2
58,5,5,1
59,5,5,1
60,5,5,2
61,5,5,2
62,5,5,1
63,5,5,4
64,5,5,1
65,5,5,4
66,5,5,3
67,5,5,1
68,5,5,3
69,5,5,5
70,5,5,4
71,5,5,1
72,5,5,5
73,5,5,3
74,5,5,5
75,5,5,4
76,5,5,4
77,5,5,2
78,5,5,1
79,5,5,2
80,5,5,3
81,5,5,1
82,5,5,3
83,5,5,3
84,5,5,3
85,5,5,2
86,5,5,1
87,5,5,3
88,5,5,2
89,5,5,2
90,5,5,2
91,5,5,1
92,5,5,4
93,5,5,2
94,5,5,2
95,5,5,5
96,5,5,2
97,5,5,2
98,5,5,1
99,5,5,5
100,5,5,3
101,5,5,4
102,5,5,2
103,5,5,2
104,5,5,2
105,5,5,2
106,5,5,1
107,5,5,1
108,5,5,5
109,5,5,5
110,5,5,4
111,5,5,2
112,5,5,2
113,5,5,4
114,5,5,4
115,5,5,2
116,5,5,1
117,5,5,5
118,5,5,3
119,5,5,1
120,5,5,4
121,5,5,3
122,5,5,2
123,5,5,4
124,5,5,1
125,5,5,1
126,5,5,1
127,5,5,2
128,5,5,5
129,5,5,4
130,5,5,2
131,5,5,4
132,5,5,4
133,5,5,3
134,5,5,2
135,5,5,2
136,5,5,5
137,5,5,2
138,5,5,3
139,5,5,5
140,5,5,1
141,5,5,3
142,5,5,2
143,5,5,5
144,5,5,4
145,5,5,3
146,5,5,3
147,5,5,5
148,5,5,3
149,5,5,2
150,5,5,5
151,5,5,3
152,5,5,5
153,5,5,4
154,5,5,1
155,5,5,1
156,5,5,4
157,5,5,1
158,5,5,4
159,5,5,4
160,5,5,2
161,5,5,5
162,5,5,3
163,5,5,4
164,5,5,1
165,5,5,4
166,5,5,4
167,5,5,1
168,5,5,1
169,5,5,3
170,5,5,5
171,5,5,3
172,5,5,2
173,5,5,2
174,5,5,5
175,5,5,1
176,5,5,1
177,5,5,4
178,5,5,1
179,5,5,2
180,5,5,3
181,5,5,3
182,5,5,4
183,5,5,1
184,5,5,2
185,5,5,5
186,5,5,1
187,5,5,3
188,5,5,1
189,5,5,5
190,5,5,1
191,5,5,2
192,5,5,5
193,5,5,5
194,5,5,3
195,5,5,3
196,5,5,1
197,5,5,1
198,5,5,5
199,5,5,4
200,5,5,2
201,5,5,4
202,5,5,2
203,5,5,1
204,5,5,5
205,5,5,5
206,5,5,4
207,5,5,2
208,5,5,2
209,5,5,1
210,5,5,4
211,5,5,4
212,5,5,3
213,5,5,5
214,5,5,2
215,5,5,1
216,5,5,1
217,5,5,3
218,5,5,5
219,5,5,4
220,5,5,4
221,5,5,3
222,5,5,1
223,5,5,1
224,5,5,1
225,5,5,1
226,5,5,2
227,5,5,3
228,5,5,1
229,5,5,4
230,5,5,4
231,5,5,5
232,5,5,1
233,5,5,1
234,5,5,4
235,5,5,5
236,5,5,2
237,5,5,1
