1,6,6,1
2,6,6,6
3,6,6,6
4,6,6,2
5,6,6,4
6,6,6,3
7,6,6,5
8,6,6,4
9,6,6,5
10,6,6,4
11,6,6,1
12,6,6,5
13,6,6,3
14,6,6,2
15,6,6,4
16,6,6,6
17,6,6,3
18,6,6,3
19,6,6,2
20,6,6,2
21,6,6,3
22,6,6,1
23,6,6,2
24,6,6,2
25,6,6,4
26,6,6,3
27,6,6,1
28,6,6,2
29,6,6,2
30,6,6,2
31,6,6,6
32,6,6,2
33,6,6,5
34,6,6,1
35,6,6,2
36,6,6,2
37,6,6,5
38,6,6,1
39,6,6,3
40,6,6,6
41,6,6,5
42,6,6,2
43,6,6,2
44,6,6,5
45,6,6,5
46,6,6,2
47,6,6,6
48,6,6,6
49,6,6,3
50,6,6,3
51,6,6,4
52,6,6,6
53,6,6,5
54,6,6,1
55,6,6,5
56,6,6,2
57,6,6,2
58,6,6,6
59,6,6,2
60,6,6,1
61,6,6,5
62,6,6,5
63,6,6,4
64,6,6,3
65,6,6,2
66,6,6,4
67,6,6,4
68,6,6,6
69,6,6,5
70,6,6,5
71,6,6,4
72,6,6,5
73,6,6,1
74,6,6,2
75,6,6,5
76,6,6,5
77,6,6,3
78,6,6,1
79,6,6,4
80,6,6,1
81,6,6,5
82,6,6,3
83,6,6,2
84,6,6,2
85,6,6,5
86,6,6,1
87,6,6,3
88,6,6,1
89,6,6,3
90,6,6,6
91,6,6,2
92,6,6,6
93,6,6,1
94,6,6,6
95,6,6,5
96,6,6,3
97,6,6,2
98,6,6,1
99,6,6,5
100,6,6,6
1,6,6,2
2,6,6,5
3,6,6,1
4,6,6,2
5,6,6,5
6,6,6,1
1,6,6,3
1,2,3,1
2,2,3,1
3,2,3,1
4,2,3,1
5,2,3,1
1,6,3,1
2,6,3,2
3,6,3,3
4,6,3,2
5,6,3,3
6,6,3,3
7,6,3,1
8,6,3,1
9,6,3,3
10,6,3,2
11,6,3,2
12,6,3,1
13,6,3,2
14,6,3,3
15,6,3,3
16,6,3,1
17,6,3,1
18,6,3,3
19,6,3,2
20,6,3,1
21,6,3,1
22,6,3,2
23,6,3,2
24,6,3,3
25,6,3,2
26,6,3,3
27,6,3,3
28,6,3,3
29,6,3,1
30,6,3,3
31,6,3,3
32,6,3,2
1,5,4,2
2,5,4,1
3,5,4,4
4,5,4,1
5,5,4,1
6,5,4,4
7,5,4,1
8,5,4,2
9,5,4,1
10,5,4,1
11,5,4,1
12,5,4,4
13,5,4,3
14,5,4,1
15,5,4,1
16,5,4,2
17,5,4,3
18,5,4,2
19,5,4,1
20,5,4,1
21,5,4,1
22,5,4,2
23,5,4,1
24,5,4,1
25,5,4,3
26,5,4,3
27,5,4,2
28,5,4,1
29,5,4,1
30,5,4,2
31,5,4,1
32,5,4,1
33,5,4,2
34,5,4,2
35,5,4,2
36,5,4,1
37,5,4,3
38,5,4,1
39,5,4,2
40,5,4,3
41,5,4,4
42,5,4,4
43,5,4,1
44,5,4,1
45,5,4,1
46,5,4,4
47,5,4,1
48,5,4,1
49,5,4,4
50,5,4,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,6,3,1
2,6,3,1
3,6,3,1
4,6,3,3
5,6,3,1
6,6,3,2
7,6,3,2
8,6,3,1
9,6,3,1
10,6,3,2
11,6,3,3
12,6,3,1
13,6,3,2
14,6,3,1
15,6,3,1
16,6,3,2
17,6,3,3
18,6,3,2
19,6,3,3
20,6,3,1
21,6,3,1
22,6,3,2
23,6,3,3
24,6,3,2
25,6,3,1
26,6,3,3
27,6,3,1
28,6,3,1
29,6,3,3
30,6,3,3
31,6,3,2
32,6,3,3
33,6,3,1
34,6,3,3
35,6,3,2
36,6,3,2
37,6,3,1
38,6,3,1
39,6,3,1
40,6,3,2
41,6,3,3
42,6,3,3
43,6,3,1
44,6,3,3
45,6,3,3
46,6,3,2
47,6,3,3
48,6,3,2
49,6,3,3
50,6,3,1
51,6,3,2
52,6,3,2
53,6,3,3
54,6,3,1
55,6,3,3
56,6,3,1
57,6,3,2
58,6,3,2
59,6,3,1
60,6,3,1
61,6,3,3
62,6,3,2
63,6,3,2
64,6,3,2
65,6,3,3
66,6,3,1
67,6,3,2
68,6,3,1
69,6,3,3
70,6,3,2
71,6,3,2
72,6,3,2
73,6,3,1
74,6,3,2
75,6,3,1
76,6,3,1
77,6,3,3
78,6,3,1
79,6,3,3
80,6,3,2
81,6,3,2
82,6,3,1
83,6,3,2
84,6,3,1
85,6,3,3
86,6,3,1
87,6,3,1
88,6,3,3
89,6,3,1
90,6,3,1
91,6,3,1
92,6,3,2
93,6,3,2
94,6,3,1
95,6,3,1
96,6,3,1
97,6,3,1
98,6,3,3
99,6,3,3
100,6,3,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,1
1,6,6,6
2,6,6,6
3,6,6,5
4,6,6,5
5,6,6,4
6,6,6,1
7,6,6,3
8,6,6,3
9,6,6,3
10,6,6,2
11,6,6,3
12,6,6,6
13,6,6,5
14,6,6,1
15,6,6,1
16,6,6,6
17,6,6,5
18,6,6,1
19,6,6,4
20,6,6,2
21,6,6,2
22,6,6,4
23,6,6,4
24,6,6,6
25,6,6,1
26,6,6,2
27,6,6,6
28,6,6,5
29,6,6,2
30,6,6,4
31,6,6,3
32,6,6,1
33,6,6,4
34,6,6,6
35,6,6,6
36,6,6,3
37,6,6,6
38,6,6,3
39,6,6,1
40,6,6,3
41,6,6,6
42,6,6,5
43,6,6,1
44,6,6,2
45,6,6,1
46,6,6,1
47,6,6,4
48,6,6,3
49,6,6,3
50,6,6,5
51,6,6,5
52,6,6,4
53,6,6,3
54,6,6,4
55,6,6,3
56,6,6,2
57,6,6,1
58,6,6,4
59,6,6,2
60,6,6,3
61,6,6,4
62,6,6,5
63,6,6,6
64,6,6,3
65,6,6,2
66,6,6,2
67,6,6,2
68,6,6,4
69,6,6,2
70,6,6,6
71,6,6,1
72,6,6,1
73,6,6,5
74,6,6,3
75,6,6,4
76,6,6,6
77,6,6,6
78,6,6,5
79,6,6,5
80,6,6,1
81,6,6,3
82,6,6,4
83,6,6,5
84,6,6,6
85,6,6,2
86,6,6,4
87,6,6,3
88,6,6,4
89,6,6,1
90,6,6,5
91,6,6,2
92,6,6,3
93,6,6,5
94,6,6,4
95,6,6,5
96,6,6,4
97,6,6,1
98,6,6,1
99,6,6,6
100,6,6,5
1,6,6,5
1,1,1,1
2,1,1,1
3,1,1,1
